"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","1240","16504 D","1.833869e+17","Elyse Will","Jones","","1984-12-12","stephan86@gmail.com","3512366732","8942257846","Suite 217","Haley Spurs","West Heloise","AD9 14CD","Virginia","BD8743722","84","12","12","","",""
"2","1777","16504","5.180000e+17","Elyse Will","Jones","female","1984-12-12","stephan86@gmail.com","3512366732","8942257846","Suite 217","Haley Spurs","West Heloise","AD9 14CD","Virginia","BD8743722","84","12","12",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4"," 317","20842","1.640000e+17","Prof. Cristobal Johnson","Larson","male","1973-08-10","lilly21@hotmail.com","8032017507","5932559102","Suite 615","Mina Loaf","Port Columbus","AA55 2DC","Utah","AC0450810","73"," 8","10","","",""
"5","1377","20842 D","5.362389e+17","Prof. Cristobal Johnson","Larson","male","1973-08-10","lilly21@hotmail.com",NA,NA,"Suite 615","Mina Loaf","Port Columbus","AA55 2DC","","AC0450810","73"," 8","10",NA,"L","0.9449878"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7"," 291","18443 D","9.457554e+17","Darryl Cronin","Harber","male","1977-11-16","","9511878502","9106304737","Suite 790","Camila Orchard","South Monamouth","","North Dakota","","77","11","16","","",""
"8"," 349","18443","4.450000e+17","Darryl Cronin","Harber","male","1977-11-16","","9511878502","9106304737","Suite 790","Camila Orchard","South Monamouth","","North Dakota","AA1310139","77","11","16",NA,"L","0.8949348"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10"," 569","134022 D","4.856599e+17","Tommie Bahringer","Anderson","male","1999-03-26","lesch.frankie@yahoo.com","4075486728","3433133760","Suite 618","Carter Plains","New Terenceshire","BA2 99CD","","AB8392405","99"," 3","26","","",""
"11"," 728","134022","2.790000e+17","Tommie Bahringer","Anderson","male","1999-03-26","lesch.frankie@yahoo.com","4075486728","3433133760","","Carter Plains","New Terenceshire","BA2 99CD","Massachusetts","AB8392405","99"," 3","26",NA,"L","0.8461381"
"12","","","","","","","","","","","","","","","","","","","","","",""
