"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","   8","108653 D","3.359259e+17","Paige Kozey","Renner","","1986-04-01","ally.schoen@rutherford.com"," 357904748","7127861383","Apt. 142","Colin Knoll","East Oliver","CA75 05DD","California","CC8614095","86"," 4"," 1","","",""
"2","1377","108653","7.500000e+17","Paige Kozey","Renner","female","1986-04-01","ally.schoen@rutherford.com"," 357904748",NA,"Apt. 142","Colin Knoll","East Oliver","CA75 05DD","California","CC8614095","86"," 4"," 1",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4"," 699","170797 D","9.828960e+17","Dr. Malachi Sawayn PhD","Jerde","male","1977-04-13","calista89@cummings.com","5709554474",NA,"Suite 847","Hermina Dam","Strackestad","AC46 2DA","Michigan","AB9170273","77"," 4","13","","",""
"5","3841","170797","2.860000e+17","Dr. Malachi Sawayn PhD","Jerde","male","1977-04-13","calista89@cummings.com","5709554474","3458600025","Suite 847","Hermina Dam","Strackestad","AC46 2DA","Michigan","AB9170273","77"," 4","13",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7","3716","110165 D","4.853886e+17","Brandon Batz I","Kris","","1972-05-16","pasquale.grady@yahoo.com","7792724450","5790457068","Apt. 608","Vivian Ports","New Wendellville","AA6 20CC","West Virginia","BA3862399","72"," 5","16","","",""
"8","6044","110165","1.750000e+17","Brandon Batz I","Kris","male","1972-05-16","pasquale.grady@yahoo.com","7792724450","5790457068","Apt. 608","Vivian Ports","New Wendellville","AA6 20CC","West Virginia","BA3862399","72"," 5","16",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10"," 840","37189 D","1.856539e+17","Dr. Nels Brekke DDS","Williamson","","1972-10-20","tia.schuster@hotmail.com",NA,"4511901601","Suite 914","Liliana Plaza","Lake Darrelburgh","DB40 99CD","Delaware","BB7691000","72","10","20","","",""
"11","4434","37189","8.220000e+17","Dr. Nels Brekke DDS","Williamson","male","1972-10-20","tia.schuster@hotmail.com","6560789661","4511901601","Suite 914","Liliana Plaza","Lake Darrelburgh","DB40 99CD","","BB7691000","72","10","20",NA,"L","0.9519318"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13","1230","66246 D","1.182492e+17","Stuart Hackett","Christiansen","male","1990-01-25","purdy.gladyce@yahoo.com","3000263121","9332840044","Suite 553","Vanessa Pass","Hannahland","CB7 7AA","","BD2708133","90"," 1","25","","",""
"14","2301","66246","5.850000e+17","Stuart Hackett","Christiansen","male","1990-01-25","purdy.gladyce@yahoo.com","3000263121","9332840044","Suite 553","Vanessa Pass","Hannahland","CB7 7AA","California","BD2708133","90"," 1","25",NA,"L","0.9519318"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16","2209","42362 D","9.931156e+17","Mr. Lazaro Koch","Halvorson","male","1978-10-06","hbalistreri@yahoo.com","8841669127",NA,"Suite 643","Dewayne Views","Larrystad","BA0 83BC","","BB7657213","78","10"," 6","","",""
"17","6490","42362","5.140000e+17","Mr. Lazaro Koch","Halvorson","male","1978-10-06","hbalistreri@yahoo.com","8841669127","6352365353","Suite 643","Dewayne Views","Larrystad","BA0 83BC","New Jersey","BB7657213","78","10"," 6",NA,"L","0.9519318"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19","2248","63627","5.490000e+17","Casandra Baumbach","Walsh","female","1996-07-06","","8885238372","2957446146","Suite 761","Nolan Centers","","CC3 8DB","Wisconsin","CD5021673","96"," 7"," 6","","",""
"20","2603","63627 D","8.694818e+17","Casandra Baumbach","Walsh","female","1996-07-06","","8885238372","2957446146","Suite 761","Nolan Centers","","CC3 8DB","","CD5021673","96"," 7"," 6",NA,"L","0.9519318"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22","5995","163892","5.320000e+17","Drake Daniel","Heller","male","1973-01-19","terry.reagan@prohaska.biz","8965809417","8199627694","Apt. 184","Tromp Mews","Jerrodhaven","DC0 11DB","Maine","CA9506109","73"," 1","19","","",""
"23","7066","163892 D","3.324966e+17","Drake Daniel","Heller","male","1973-01-19","terry.reagan@prohaska.biz","8965809417","8199627694","Apt. 184","Tromp Mews","Jerrodhaven","DC0 11DB","","CA9506109","73"," 1","19",NA,"L","0.9519318"
"24","","","","","","","","","","","","","","","","","","","","","",""
"25","  61","133949 D","4.653916e+17","Blanche Hudson MD","Hahn","","1985-02-26","","2493344772","8779360209","Apt. 807","Leuschke Creek","West Annabelleview","AA70 8AB","Wyoming","DC6447956","85"," 2","26","","",""
"26","4834","133949","5.820000e+17","Blanche Hudson MD","Hahn","female","1985-02-26","","2493344772","8779360209","","Leuschke Creek","West Annabelleview","AA70 8AB","Wyoming","DC6447956","85"," 2","26",NA,"L","0.9060916"
"27","","","","","","","","","","","","","","","","","","","","","",""
"28"," 288","180911 D","2.176195e+17","Brandt Rolfson","Grimes","","1986-07-04","shields.anthony@gmail.com","6431906134","1355776843","","Karlee Lock","Bartolettifurt","BC96 33BB","Louisiana","CA5118859","86"," 7"," 4","","",""
"29","5752","180911","4.650000e+17","Brandt Rolfson","Grimes","male","1986-07-04","shields.anthony@gmail.com","6431906134","1355776843","Suite 046","Karlee Lock","Bartolettifurt","BC96 33BB","Louisiana","CA5118859","86"," 7"," 4",NA,"L","0.9060916"
"30","","","","","","","","","","","","","","","","","","","","","",""
"31","1464","19656","8.430000e+17","Kristy Harris","Bradtke","female","1988-11-08","flavie04@huel.com","4129368497","7463623378","Apt. 461","Andreane Haven","West Dwightside","DC51 3BC","Missouri","CA9957936","88","11"," 8","","",""
"32","4272","19656 D","1.675862e+17","Kristy Harris","Bradtke","female","1988-11-08","flavie04@huel.com","4129368497","7463623378","pt. 461","Andreane Haven","West Dwightside","DC51 3BC","Missouri","CA9957936","88","11"," 8",NA,"L","0.9060916"
"33","","","","","","","","","","","","","","","","","","","","","",""
"34","2769","154679 D","7.139713e+17","Sophia Klein","Roob","female","1980-11-29","nella55@gmail.com","6121915775",NA,"pt. 140","Mariano Village","Skilesstad","","Iowa","AD1633202","80","11","29","","",""
"35","6868","154679","4.510000e+17","Sophia Klein","Roob","female","1980-11-29","nella55@gmail.com","6121915775","   3107250","","Mariano Village","Skilesstad","","Iowa","AD1633202","80","11","29",NA,"L","0.9060916"
"36","","","","","","","","","","","","","","","","","","","","","",""
"37","2925","115833 D","4.847773e+17","Jonathon Luettgen","Cole","male","1997-06-20","botsford.anahi@yahoo.com","6445161599","8025342207","pt. 752","Pollich Union","O'Keefefurt","BC22 15BB","Michigan","DA0932661","97"," 6","20","","",""
"38","9083","115833","2.290000e+17","Jonathon Luettgen","Cole","male","1997-06-20","botsford.anahi@yahoo.com","6445161599","8025342207","Apt. 752","Pollich Union","O'Keefefurt","BC22 15BB","Michigan","DA0932661","97"," 6","20",NA,"L","0.9060916"
"39","","","","","","","","","","","","","","","","","","","","","",""
"40"," 198","4676","9.340000e+17","Anthony Stark I","Jenkins","male","1979-08-13","ookuneva@gmail.com","3639684250","1688662476","Apt. 535","Aditya Parkway","South Marcport","BC5 0AB","New York","BA7526721","79"," 8","13","","",""
"41","3384","4676 D","3.168153e+17","Anthony Stark I","Jenkins","male","1979-08-13","ookuneva@gmail.com","3639684250","1688662476","Apt. 535","Aditya Parkway","South Marcport","","New York","BA7526721","79"," 8","13",NA,"L","0.8907454"
"42","","","","","","","","","","","","","","","","","","","","","",""
"43"," 351","25622 D","4.878738e+17","Amos Sauer","Stokes","male","1973-08-27","dawn91@emard.biz",NA,"7606999198","Apt. 809","Abbigail Bridge","Friedahaven","","Alaska","CA1849709","73"," 8","27","","",""
"44","6201","25622","8.890000e+17","Amos Sauer","Stokes","male","1973-08-27","dawn91@emard.biz","  36752923","7606999198","Apt. 809","Abbigail Bridge","Friedahaven","DA19 5BD","Alaska","CA1849709","73"," 8","27",NA,"L","0.8907454"
"45","","","","","","","","","","","","","","","","","","","","","",""
"46"," 424","11086","3.690000e+17","Ms. Hallie Hand","Bahringer","female","1972-05-02","talia72@reilly.com","4065455833","7038085036","Suite 296","Rowe Parks","East Martina","CC67 2DB","Florida","DB4772758","72"," 5"," 2","","",""
"47","5280","11086 D","6.588624e+17","Ms. Hallie Hand","Bahringer","female","1972-05-02","talia72@reilly.com","4065455833","7038085036","Suite 296","Rowe Parks","East Martina","","Florida","DB4772758","72"," 5"," 2",NA,"L","0.8907454"
"48","","","","","","","","","","","","","","","","","","","","","",""
"49"," 980","35331 D","8.887935e+17","Boyd Heaney Sr.","Wisoky","male","1992-07-09","domenica43@crist.com","2645629878","8819669683","Suite 783","Wayne Field","South Vickie","","North Dakota","AB5674324","92"," 7"," 9","","",""
"50","8188","35331","2.590000e+17","Boyd Heaney Sr.","Wisoky","male","1992-07-09","domenica43@crist.com","2645629878","8819669683","Suite 783","Wayne Field","South Vickie","AA08 65CD","North Dakota","AB5674324","92"," 7"," 9",NA,"L","0.8907454"
"51","","","","","","","","","","","","","","","","","","","","","",""
"52","1564","69340 D","7.831633e+17","Emilio Cole V","Greenholt","male","1990-03-29","jaleel99@hotmail.com","7296008234","1692505856","Suite 765","Albin Well","South Oran","","Oregon","DB0885564","90"," 3","29","","",""
"53","1811","69340","5.180000e+17","Emilio Cole V","Greenholt","male","1990-03-29","jaleel99@hotmail.com","7296008234","1692505856","Suite 765","Albin Well","South Oran","DD00 0CB","Oregon","DB0885564","90"," 3","29",NA,"L","0.8907454"
"54","","","","","","","","","","","","","","","","","","","","","",""
"55","2602","111145 D","7.221545e+17","Sydnie Boyer","Jerde","female","1972-07-04","iemmerich@gmail.com"," 958366304","3026094298","Suite 210","Luna Forks","","","Washington","BB5377924","72"," 7"," 4","","",""
"56","3251","111145","9.530000e+17","Sydnie Boyer","Jerde","female","1972-07-04","iemmerich@gmail.com"," 958366304",NA,"Suite 210","Luna Forks","","BD6 20DD","Washington","BB5377924","72"," 7"," 4",NA,"L","0.8907454"
"57","","","","","","","","","","","","","","","","","","","","","",""
"58","3001","80408 D","4.499126e+17","Margret Gislason","Pouros","female","1998-03-28","darryl.frami@friesen.com","9098691386","1833752843","Suite 789","Olson Flats","Port Frida","","Alabama","BD2120065","98"," 3","28","","",""
