"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","   70","9204 D","5.674845e+17","Annabell Cole","Kuphal","","1971-07-11","magnus.tromp@gmail.com","1610793433",NA,"Apt. 661","Mertz Rapid","Bogisichland","CD63 79CC","Wisconsin","AD2605607","71"," 7","11","","",""
"2"," 7189","9204","3.940000e+17","Annabell Cole","Kuphal","female","1971-07-11","magnus.tromp@gmail.com","1610793433","8849588036","Apt. 661","Mertz Rapid","Bogisichland","CD63 79CC","Wisconsin","AD2605607","71"," 7","11",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4","  244","70676","5.310000e+17","Dawson Quitzon","Collins","male","1981-02-27","wromaguera@hotmail.com","3394552354"," 369614334","Apt. 852","Hettinger Parkway","Casperton","","Kentucky","CB9486877","81"," 2","27","","",""
"5"," 2584","70676 D","8.827991e+17","Dawson Quitzon","Collins","","1981-02-27","wromaguera@hotmail.com","3394552354"," 369614334","Apt. 852","Hettinger Parkway","Casperton","","Kentucky","CB9486877","81"," 2","27",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7","  298","46475","5.950000e+17","Juston O'Hara","Kohler","male","1995-05-19","reanna28@hotmail.com"," 351783527","3268665846","Suite 776","Ullrich Ways","West Jarrett","","Idaho","AD4291466","95"," 5","19","","",""
"8","22408","46475 D","6.481680e+17","Juston O'Hara","Kohler","male","1995-05-19","reanna28@hotmail.com"," 351783527","3268665846","Suite 776","Ullrich Ways","West Jarrett","","Idaho","AD4291466","95"," 5","19",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10","  619","47447","6.510000e+17","Janis Price","Champlin","female","1983-09-11","bethany.wintheiser@gmail.com","7161796965","8353223778","Apt. 498","Thiel Hill","West Samara","CA1 9AD","","DA7095871","83"," 9","11","","",""
"11","  859","47447 D","7.187395e+17","Janis Price","Champlin","female","1983-09-11","bethany.wintheiser@gmail.com","7161796965","8353223778","Apt. 498","Thiel Hill","West Samara","CA1 9AD","","DA7095871","83"," 9","11",NA,"L","1.0000000"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13","  852","140430","8.750000e+17","Christelle Schulist","Boehm","female","1983-01-31","keeling.carmel@buckridge.com","6926311642","8390958055","Suite 370","Constance Terrace","Schummside","BC6 8AA","Delaware","CB5103172","83"," 1","31","","",""
"14"," 4365","140430 D","7.171216e+17","Christelle Schulist","Boehm","","1983-01-31","keeling.carmel@buckridge.com","6926311642","8390958055","Suite 370","Constance Terrace","Schummside","BC6 8AA","Delaware","CB5103172","83"," 1","31",NA,"L","1.0000000"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16"," 1156","93700","9.480000e+17","Lacy Hudson","Spencer","female","1994-03-27","jacobs.grant@schaefer.com","6709879425","4251649363","Apt. 622","McGlynn Tunnel","New Maximillianhaven","AA8 3CA","Ohio","BB6920260","94"," 3","27","","",""
"17","31176","93700 D","8.548846e+17","Lacy Hudson","Spencer","","1994-03-27","jacobs.grant@schaefer.com","6709879425","4251649363","Apt. 622","McGlynn Tunnel","New Maximillianhaven","AA8 3CA","Ohio","BB6920260","94"," 3","27",NA,"L","1.0000000"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19"," 1339","53704","4.290000e+17","Frank Schultz","Harris","male","1993-01-14","bosco.wallace@yahoo.com"," 822364709","5542675041","Suite 087","Beier Locks","Metzchester","BC9 3BA","Louisiana","AD1673634","93"," 1","14","","",""
"20","16023","53704 D","6.588518e+17","Frank Schultz","Harris","","1993-01-14","bosco.wallace@yahoo.com"," 822364709",NA,"Suite 087","Beier Locks","Metzchester","BC9 3BA","Louisiana","AD1673634","93"," 1","14",NA,"L","1.0000000"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22"," 1791","40964","9.240000e+17","Phoebe Yundt","Blick","female","1980-05-11","julie97@yahoo.com","7472961254","3124356838","Suite 732","","Schaefertown","DD62 59BA","Colorado","DD5556371","80"," 5","11","","",""
"23"," 7647","40964 D","1.287988e+17","Phoebe Yundt","Blick","female","1980-05-11","julie97@yahoo.com","7472961254","3124356838","Suite 732","","Schaefertown","DD62 59BA","Colorado","DD5556371","80"," 5","11",NA,"L","1.0000000"
"24","","","","","","","","","","","","","","","","","","","","","",""
"25"," 1886","64730","9.740000e+17","Nash Hills PhD","Pfeffer","male","1984-07-03","matteo.bogisich@willms.com","3395243444",NA,"Apt. 638","Dashawn Plaza","South Eliseochester","CB8 3AA","Utah","CA9252957","84"," 7"," 3","","",""
"26"," 2546","64730 D","4.214633e+17","Nash Hills PhD","Pfeffer","","1984-07-03","matteo.bogisich@willms.com",NA,"7629779435","Apt. 638","Dashawn Plaza","South Eliseochester","CB8 3AA","Utah","CA9252957","84"," 7"," 3",NA,"L","1.0000000"
"27","","","","","","","","","","","","","","","","","","","","","",""
"28"," 1990","87541 D","1.439841e+17","Alejandra Bayer","Cummerata","female","1996-07-01","hryan@hotmail.com","9094064187","9571918221","Suite 361","Jocelyn Lodge","Considinehaven","CD1 62BD","Colorado","BD4885215","96"," 7"," 1","","",""
"29","18580","87541","3.780000e+17","Alejandra Bayer","Cummerata","female","1996-07-01","hryan@hotmail.com","9094064187",NA,"Suite 361","Jocelyn Lodge","Considinehaven","CD1 62BD","Colorado","BD4885215","96"," 7"," 1",NA,"L","1.0000000"
