"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","  168","63562 D","5.848665e+17","Brenna Lebsack IV","Hamill","","1999-02-28","pjacobi@yahoo.com","3200908154","8601168552","Suite 889","Pfannerstill Circles","New Ismael","BB7 87BC","Utah","CB8343449","99"," 2","28","","",""
"2"," 3343","63562","6.420000e+17","Brenna Lebsack IV","Hamill","female","1999-02-28","pjacobi@yahoo.com","3200908154","8601168552","Suite 889","Pfannerstill Circles","New Ismael","BB7 87BC","Utah","CB8343449","99"," 2","28",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4","  259","84343 D","6.877677e+17","Dr. Johathan O'Conner","Nitzsche","male","1993-01-24","delaney44@marquardt.com","1455426158","6072376675","Suite 297","Brielle Skyway","Teaganberg","AA0 35CB","North Carolina","BA2031186","93"," 1","24","","",""
"5","21817","84343","6.270000e+17","Dr. Johathan O'Conner","Nitzsche","male","1993-01-24","delaney44@marquardt.com",NA,"6072376675","Suite 297","Brielle Skyway","Teaganberg","AA0 35CB","North Carolina","BA2031186","93"," 1","24",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7","  301","104274","2.620000e+17","Josianne Boehm Jr.","Bernhard","female","1987-10-07","brock.mayer@mccullough.net","7063122990","2149959861","Apt. 078","Bernier Keys","Heathcotebury","CD00 68AD","","AA7990237","87","10"," 7","","",""
"8"," 4701","104274 D","2.668281e+17","Josianne Boehm Jr.","Bernhard","female","1987-10-07","brock.mayer@mccullough.net","7063122990","2149959861","Apt. 078","Bernier Keys","Heathcotebury","CD00 68AD","","AA7990237","87","10"," 7",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10","  439","98406 D","2.979556e+17","Gregorio Effertz","Heidenreich","","1975-08-09","dtorphy@hodkiewicz.com"," 505761421","7676717082","Apt. 234","Junior River","Deonview","CC48 3AC","Minnesota","CA0318362","75"," 8"," 9","","",""
"11","17447","98406","5.220000e+17","Gregorio Effertz","Heidenreich","male","1975-08-09","dtorphy@hodkiewicz.com"," 505761421",NA,"Apt. 234","Junior River","Deonview","CC48 3AC","Minnesota","CA0318362","75"," 8"," 9",NA,"L","1.0000000"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13"," 1036","176881 D","6.419326e+17","Virgie Harvey III","Spencer","","1971-06-17","braun.johan@morissette.org",NA,"1958938685","Apt. 660","Daniel Club","East Hipolito","DD7 8CB","North Dakota","BC9509107","71"," 6","17","","",""
"14","23665","176881","6.480000e+17","Virgie Harvey III","Spencer","female","1971-06-17","braun.johan@morissette.org",NA,NA,"Apt. 660","Daniel Club","East Hipolito","DD7 8CB","North Dakota","BC9509107","71"," 6","17",NA,"L","1.0000000"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16"," 1184","37578 D","6.822178e+17","Edmond Kling","Fahey","","1982-09-12","spencer.elisabeth@gutmann.com","5078867671"," 147290060","Apt. 780","Jeanette Villages","Lake Gillian","AD80 5CD","Minnesota","BA1655648","82"," 9","12","","",""
"17","16997","37578","5.470000e+17","Edmond Kling","Fahey","male","1982-09-12","spencer.elisabeth@gutmann.com",NA," 147290060","Apt. 780","Jeanette Villages","Lake Gillian","AD80 5CD","Minnesota","BA1655648","82"," 9","12",NA,"L","1.0000000"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19"," 1272","106550 D","1.737770e+17","Johnson Wisoky DDS","Becker","male","1990-06-19","amie22@hotmail.com","4093252672","8871378004","Suite 085","Pollich Squares","Bahringerhaven","CC3 53AC","Oregon","BD7626164","90"," 6","19","","",""
"20","24906","106550","7.520000e+17","Johnson Wisoky DDS","Becker","male","1990-06-19","amie22@hotmail.com","4093252672","8871378004","Suite 085","Pollich Squares","Bahringerhaven","CC3 53AC","Oregon","BD7626164","90"," 6","19",NA,"L","1.0000000"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22"," 1284","57514","5.770000e+17","Melvin Koelpin","Emmerich","male","1986-10-22","lwaters@gmail.com","9260280900","1568277021","Suite 660","Anderson Shores","North Rafael","DD8 1AA","New York","BD0665525","86","10","22","","",""
"23","14186","57514 D","8.567958e+17","Melvin Koelpin","Emmerich","","1986-10-22","lwaters@gmail.com","9260280900","1568277021","Suite 660","Anderson Shores","North Rafael","DD8 1AA","New York","BD0665525","86","10","22",NA,"L","1.0000000"
"24","","","","","","","","","","","","","","","","","","","","","",""
"25"," 1292","42456","1.590000e+17","Delaney Batz","Padberg","male","1998-10-05","grimes.catherine@balistreri.com",NA,"5138796101","Apt. 097","Maegan Common","North Bettye","DB3 38CA","Alabama","CA3757052","98","10"," 5","","",""
"26"," 1906","42456 D","5.334859e+17","Delaney Batz","Padberg","","1998-10-05","grimes.catherine@balistreri.com","1428994976",NA,"Apt. 097","Maegan Common","North Bettye","DB3 38CA","Alabama","CA3757052","98","10"," 5",NA,"L","1.0000000"
"27","","","","","","","","","","","","","","","","","","","","","",""
"28"," 1418","183716","6.550000e+17","Marina Considine","Douglas","female","1972-09-26","iraynor@lueilwitz.com","1639403859","4781521893","Apt. 998","Lorenzo Unions","Elzahaven","","Indiana","AD7122519","72"," 9","26","","",""
"29","23494","183716 D","4.273264e+17","Marina Considine","Douglas","","1972-09-26","iraynor@lueilwitz.com","1639403859",NA,"Apt. 998","Lorenzo Unions","Elzahaven","","Indiana","AD7122519","72"," 9","26",NA,"L","1.0000000"
"30","","","","","","","","","","","","","","","","","","","","","",""
"31"," 1438","146527","5.470000e+17","Mr. Larry Koelpin MD","Yundt","male","1977-10-13","wilkinson.adolfo@marks.com","8418704078","6857939966","Suite 787","Kshlerin Track","New Jadon","AA5 16DA","","CD7727935","77","10","13","","",""
"32","17583","146527 D","5.466648e+17","Mr. Larry Koelpin MD","Yund","male","1977-10-13","wilkinson.adolfo@marks.com","8418704078","6857939966","Suite 787","Kshlerin Track","New Jadon","AA5 16DA","","CD7727935","77","10","13",NA,"L","1.0000000"
