"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","  459","15889 D","8.968572e+17","Mr. Berry Conroy","Hilll","","1996-07-05","xlesch@hotmail.com","9945425952","4836790235","Apt. 934","Blaise Ford","Parkermouth","BA0 00CC","Mississippi","AB7748803","96"," 7"," 5","","",""
"2"," 9849","15889","8.520000e+17","Mr. Berry Conroy","Hilll","male","1996-07-05","xlesch@hotmail.com","9945425952",NA,"Apt. 934","Blaise Ford","Parkermouth","BA0 00CC","Mississippi","AB7748803","96"," 7"," 5",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4","  465","175788 D","5.453672e+17","Alexandre Lemke","Friesen","","1982-10-01","odell.goldner@terry.com","4923676164","8189064396","Suite 386","Dudley Burgs","Franeckiburgh","DD8 33DD","Louisiana","CD1097684","82","10"," 1","","",""
"5","14238","175788","6.970000e+17","Alexandre Lemke","Friesen","male","1982-10-01","odell.goldner@terry.com","4923676164","8189064396","Suite 386","Dudley Burgs","Franeckiburgh","DD8 33DD","Louisiana","CD1097684","82","10"," 1",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7","  707","132682 D","1.929166e+17","Electa Connelly","Marks","female","1995-03-25","chance.nitzsche@hotmail.com","5249825686","6625322128","Suite 960","Patsy Forest","West Julianmouth","AD8 06BC","","DA9946220","95"," 3","25","","",""
"8","27334","132682","2.780000e+17","Electa Connelly","Marks","female","1995-03-25","chance.nitzsche@hotmail.com","5249825686","6625322128","Suite 960","Patsy Forest","West Julianmouth","AD8 06BC","","DA9946220","95"," 3","25",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10"," 1104","82159 D","8.655355e+17","Enoch Bosco","Zboncak","male","1974-01-27","udeckow@grimes.com","1851560522"," 372611395","Suite 736","Gillian Trail","West Mozellehaven","AB83 6CD","","DB2087732","74"," 1","27","","",""
"11","14178","82159","5.750000e+17","Enoch Bosco","Zboncak","male","1974-01-27","udeckow@grimes.com","1851560522"," 372611395","Suite 736","Gillian Trail","West Mozellehaven","AB83 6CD","","DB2087732","74"," 1","27",NA,"L","1.0000000"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13"," 1345","59728 D","7.991148e+17","Adell Murray","Turner","","1983-03-20","jmorar@hotmail.com","4697532907","4914149398","Apt. 234","Metz Cove","Cummerataburgh","BC93 4DD","Oregon","BB6937907","83"," 3","20","","",""
"14","10136","59728","2.230000e+17","Adell Murray","Turner","female","1983-03-20","jmorar@hotmail.com","4697532907","4914149398","Apt. 234","Metz Cove","Cummerataburgh","BC93 4DD","Oregon","BB6937907","83"," 3","20",NA,"L","1.0000000"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16"," 1435","145638","8.910000e+17","Prof. Nicholas Bradtke IV","Sanford","male","1983-08-08","stroman.tom@kozey.net","8566400936","7945426026","","Littel Spring","Krajcikland","BA49 9AC","Kansas","AB2520630","83"," 8"," 8","","",""
"17","23005","145638 D","7.951851e+17","Prof. Nicholas Bradtke IV","Sanford","male","1983-08-08","stroman.tom@kozey.net","8566400936",NA,"","Littel Spring","Krajcikland","BA49 9AC","Kansas","AB2520630","83"," 8"," 8",NA,"L","1.0000000"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19"," 1509","129269 D","3.131899e+17","Nicola Kemmer","Corkery","male","1998-02-27","dakota.bergnaum@rosenbaum.com","2956635213",NA,"Apt. 202","Dean Parkways","Aiyanastad","DB46 2CB","","AD0382127","98"," 2","27","","",""
"20","24614","129269","7.330000e+17","Nicola Kemmer","Corkery","male","1998-02-27","dakota.bergnaum@rosenbaum.com","2956635213","6022954329","Apt. 202","Dean Parkways","Aiyanastad","DB46 2CB","","AD0382127","98"," 2","27",NA,"L","1.0000000"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22"," 2082","98571","4.000000e+17","Prof. Marietta Yundt MD","Block","female","1995-02-27","emoore@grant.com","2123072364",NA,"Suite 409","Gregory Hill","North Conradmouth","DA2 10DB","Ohio","DB7884781","95"," 2","27","","",""
"23"," 8425","98571 D","4.915293e+17","Prof. Marietta Yundt MD","Block","female","1995-02-27","emoore@grant.com","2123072364","2312946189","Suite 409","Gregory Hill","North Conradmouth","DA2 10DB","Ohio","DB7884781","95"," 2","27",NA,"L","1.0000000"
"24","","","","","","","","","","","","","","","","","","","","","",""
"25"," 2220","73248 D","4.131258e+17","Elaina Goodwin","Donnelly","","1998-04-05","verner22@yahoo.com","6754518063","8171316286","Suite 622","Chet Valley","Fritschchester","DA1 9CB","North Carolina","DD4157067","98"," 4"," 5","","",""
"26","18354","73248","7.560000e+17","Elaina Goodwin","Donnelly","female","1998-04-05","verner22@yahoo.com","6754518063","8171316286","Suite 622","Chet Valley","Fritschchester","DA1 9CB","North Carolina","DD4157067","98"," 4"," 5",NA,"L","1.0000000"
"27","","","","","","","","","","","","","","","","","","","","","",""
"28"," 2634","82506","1.670000e+17","Petra O'Kon","Lind","female","1992-02-11","schuppe.elmira@gmail.com","3010064404","8290910294","Suite 328","Vernice Parkways","West Walker","BC01 6BA","Pennsylvania","AA5928433","92"," 2","11","","",""
"29"," 5434","82506 D","2.761455e+17","Petra O'Kon","Lind","","1992-02-11","schuppe.elmira@gmail.com","3010064404","8290910294","Suite 328","Vernice Parkways","West Walker","BC01 6BA","Pennsylvania","AA5928433","92"," 2","11",NA,"L","1.0000000"
"30","","","","","","","","","","","","","","","","","","","","","",""
"31"," 3118","67696","2.620000e+17","Kyleigh Schoen","Turner","male","1984-01-09","lisandro.homenick@gmail.com","6702775740","7514815128","Apt. 269","Avis Mills","Lake Maureenview","BD1 52AD","Arizona","AC3893436","84"," 1"," 9","","",""
"32","29391","67696 D","1.117942e+17","Kyleigh Schoen","Turner","","1984-01-09","lisandro.homenick@gmail.com",NA,"7514815128","Apt. 269","Avis Mills","Lake Maureenview","BD1 52AD","Arizona","AC3893436","84"," 1"," 9",NA,"L","1.0000000"
"33","","","","","","","","","","","","","","","","","","","","","",""
"34"," 3898","159265","4.230000e+17","Jessika Pfannerstill","Lueilwitz","female","1981-08-26","odell.bechtelar@hotmail.com",NA,"8620408639","Suite 584","Rutherford Expressway","Hubertborough","DB14 02AD","Virginia","BC7634721","81"," 8","26","","",""
