"recoid","someid","firstname","lastname","gender","birthdate","email","mnumber","hnumber","addr1","addr2","cityname","postcode","county","nis","b.year","b.month","b.day"
"115363",2.66e+17,"Sister Upton","Raynor","female","1978-09-07","frankie.hermann@willms.biz",4465091689,6945846270,"Apt. 605","Greta Avenue","South Glenda","AC1 34DD","Tennessee","DA9257820",78,9,7
"124208",5.23e+17,"Ora Johnston","Reinger","female","1971-08-20","braxton27@weber.biz",1409472939,958985016,"Suite 303","Lockman Shoals","Lake Gilbertborough","","South Dakota","BD1466694",71,8,20
"142662",5.19e+17,"Gordon Dach","Wisoky","male","1981-06-18","rpacocha@gmail.com",3958891597,9253688265,"Suite 420","Nader Rue","Stehrchester","BB70 1BB","New York","BC6770057",81,6,18
"109067",3.43e+17,"Kenny Bednar MD","Hamill","male","1976-08-05","trantow.isabelle@gmail.com",8590543106,9420932505,"Apt. 204","Bogisich Club","New Dandrefort","BA35 5CC","Florida","AC0514872",76,8,5
"78945 D",834222196454499200,"Elfrieda Schaden","Prohaska","female","1989-06-11","anissa67@hotmail.com",621160895,2503743618,"Apt. 738","Orval Dam","Ondrickaburgh","","Arizona","DD3185395",89,6,11
"98950",8.87e+17,"Dr. Porter Ratke MD","Oberbrunner","male","1988-08-28","buford10@yahoo.com",8072532685,411265977,"Suite 097","Dana Avenue","Port Adrienne","CD92 40BA","South Dakota","BC4872278",88,8,28
"150827",1.72e+17,"Ruth Purdy","Harvey","female","1977-11-02","dicki.jamil@yahoo.com",2885603630,3213697579,"Apt. 339","Nader Hill","Albafurt","DC78 27CB","Hawaii","DA5846322",77,11,2
"180957",6.7e+17,"Rosetta Sauer IV","Mohr","female","1996-03-22","harber.mertie@ondricka.com",8504751383,8987448080,"Suite 198","Hermann Parks","New Doughaven","AA09 8BC","North Carolina","CC9516953",96,3,22
"25920",1.46e+17,"Lesley Miller","Crooks","male","1977-01-25","dave14@yahoo.com",6891820959,6182891512,"Suite 099","Jayce Mall","North Maxie","DB63 1CD","","CD6389438",77,1,25
"50947",2.17e+17,"Jayme Johnson","Jacobs","male","1984-12-30","kiera.cartwright@yahoo.com",4765913122,3249406081,"Suite 634","Klocko Freeway","Port Lauryhaven","AC3 4BB","New Mexico","AC6898476",84,12,30
"63893",4.58e+17,"Mr. William Smith","Jast","male","1996-07-12","bartoletti.abraham@beahan.com",4959095572,NA,"Apt. 147","Kunze Skyway","Lemkefurt","AD54 8DB","New Jersey","BD8031561",96,7,12
"61277",6.82e+17,"Liliana Bode","Cassin","female","1978-06-19","ankunding.cecilia@koss.com",2393554748,NA,"Apt. 027","Homenick Trafficway","West Friedrich","AA3 17BC","Michigan","BD6547797",78,6,19
"194710",5.2e+17,"Prof. Warren Erdman V","Windler","male","1980-07-11","bkemmer@lesch.com",1793923011,9716747174,"Apt. 418","Marlene Mews","Port Carlotta","DC66 89DB","Georgia","BB9758946",80,7,11
"2552",4.18e+17,"Mose Keeling","Herzog","male","1988-07-08","orval69@morar.info",8203527801,1738865816,"Apt. 542","Pagac Place","Champlinstad","AB31 40BD","Wyoming","CC6901513",88,7,8
"85928",7.46e+17,"Casimir Hoppe IV","Satterfield","male","1986-04-08","chester.reichel@mclaughlin.com",2589687239,3475698137,"Apt. 599","Vita Crescent","East Lavernemouth","CB6 83AB","North Carolina","CA0809109",86,4,8
"99742",3.45e+17,"Eloise Grant","McLaughlin","female","1981-04-16","anderson.ursula@kiehn.net",6378077635,5148208716,"Suite 440","Moore Villages","South Giovanny","CA3 6DC","South Carolina","BB1425392",81,4,16
"17177 C",372378185458184960,"Delmer Bogan","Walker","male","1996-07-02","",9212753591,7477618877,"Suite 255","Shane Stravenue","Lake Marshallmouth","BD96 6DD","North Carolina","CD4841077",89,12,13
