"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","  195","120819","5.480000e+17","Aditya Turner","Blick","female","1973-03-12","helga.hegmann@dickens.net"," 313641757","7707301829","Suite 689","Georgette Glens","Mariamview","","Idaho","AD3654489","73"," 3","12","","",""
"2"," 4185","120819 D","6.429272e+17","Aditya Turner","Blick","female","1973-03-12","helga.hegmann@dickens.net"," 313641757","7707301829","Suite 689","Georgette Glens","Mariamview","","Idaho","AD3654489","73"," 3","12",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4","  503","94488","5.330000e+17","Johan Lubowitz","Yost","male","1998-08-20","dallin85@gmail.com","2958613433","2039472410","Apt. 955","Hand Island","Lake Thurmanhaven","AD5 33CD","Delaware","CB4301279","98"," 8","20","","",""
"5","12699","94488 D","7.545915e+17","Johan Lubowitz","Yost","","1998-08-20","dallin85@gmail.com","2958613433","2039472410","Apt. 955","Hand Island","Lake Thurmanhaven","AD5 33CD","Delaware","CB4301279","98"," 8","20",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7"," 1276","84203","9.260000e+17","Nikita Jacobs I","Dach","female","1992-05-23","buckridge.keshawn@yahoo.com","3090708284","7204472238","Apt. 839","Huel Loaf","Waelchihaven","","Louisiana","AB1157584","92"," 5","23","","",""
"8"," 9084","84203 D","9.779788e+17","Nikita Jacobs I","Dach","female","1992-05-23","buckridge.keshawn@yahoo.com","3090708284","7204472238","Apt. 839","Huel Loaf","Waelchihaven","","Louisiana","AB1157584","92"," 5","23",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10"," 1354","98897","5.780000e+17","Mrs. Brandy Cummerata MD","Hilll","female","1975-02-15","treutel.judd@hotmail.com","5433060681","4071829891","Suite 853","Weissnat Mills","Lenoraton","DC4 9DA","Ohio","BD0128308","75"," 2","15","","",""
"11","14753","98897 D","5.383547e+17","Mrs. Brandy Cummerata MD","Hilll","female","1975-02-15","treutel.judd@hotmail.com","5433060681","4071829891","Suite 853","Weissnat Mills","Lenoraton","DC4 9DA","Ohio","BD0128308","75"," 2","15",NA,"L","1.0000000"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13"," 1652","49971 D","7.748157e+17","Cleora Kassulke","Heaney","","1988-09-10","pkshlerin@yahoo.com","8633992042","2429969433","Suite 497","Rylan Corner","Funkport","BD7 91AB","West Virginia","AB2925851","88"," 9","10","","",""
"14"," 3155","49971","8.350000e+17","Cleora Kassulke","Heaney","female","1988-09-10","pkshlerin@yahoo.com","8633992042",NA,"Suite 497","Rylan Corner","Funkport","BD7 91AB","West Virginia","AB2925851","88"," 9","10",NA,"L","1.0000000"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16"," 3932","104122 D","9.227567e+17","Haylie Veum","Kuphal","female","1981-10-30","katherine.blanda@schulist.net","7073352666"," 249499846","Suite 993","Fay Drive","West Gladycemouth","DC60 94CC","Texas","DD8581146","81","10","30","","",""
"17","10629","104122","3.880000e+17","Haylie Veum","Kuphal","female","1981-10-30","katherine.blanda@schulist.net","7073352666"," 249499846","Suite 993","Fay Drive","West Gladycemouth","DC60 94CC","Texas","DD8581146","81","10","30",NA,"L","1.0000000"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19"," 5185","65125","3.570000e+17","Edison Hilll","Crist","male","1993-05-02","tcassin@ondricka.com","4623847912","8309346039","Suite 418","Hamill Rapids","Jerdehaven","BA66 00AB","Mississippi","CC8171363","93"," 5"," 2","","",""
"20","12378","65125 D","2.944815e+17","Edison Hilll","Crist","","1993-05-02","tcassin@ondricka.com","4623847912","8309346039","Suite 418","Hamill Rapids","Jerdehaven","BA66 00AB","Mississippi","CC8171363","93"," 5"," 2",NA,"L","1.0000000"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22"," 5484","131864 D","5.769586e+17","Shannon Stehr II","Mante","female","1992-02-19","granville.goodwin@jacobson.com","7947825606","4556186939","Suite 308","Daniella Radial","New Gilesside","BD7 76BC","Ohio","CC5214291","92"," 2","19","","",""
