"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","  115","177906 D","4.129319e+17","Urban Harvey","Gaylord","male","1988-10-16","sierra73@hammes.org","3362167586","6607847319","Suite 172","Caleigh Rue","Jordifort","BA4 0CC","Illinois","DC8786490","88","10","16","","",""
"2","23491","177906","5.730000e+17","Urban Harvey","Gaylord","male","1988-10-16","sierra73@hammes.org","3362167586","6607847319","Suite 172","Caleigh Rue","Jordifort","BA4 0CC","Illinois","DC8786490","88","10","16",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4","  249","110536 D","4.937178e+17","Boyd Goldner DDS","Zemlak","","1997-04-01","lelah.murphy@terry.net","4414174248","1288612828","Apt. 497","Lind Shores","Jovanitown","CC3 29BD","Florida","DB7160588","97"," 4"," 1","","",""
"5","31435","110536","8.910000e+17","Boyd Goldner DDS","Zemlak","male","1997-04-01","lelah.murphy@terry.net","4414174248","1288612828","Apt. 497","Lind Shores","Jovanitown","CC3 29BD","Florida","DB7160588","97"," 4"," 1",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7","  283","147592","3.880000e+17","Mrs. Hermina Kreiger","Block","female","1979-12-29","alexander.oberbrunner@hotmail.com","4004420497","2108883631","Suite 479","Julie Grove","East Mozellchester","DC25 83DA","West Virginia","DD3734233","79","12","29","","",""
"8","20625","147592 D","1.772957e+17","Mrs. Hermina Kreiger","Block","","1979-12-29","alexander.oberbrunner@hotmail.com","4004420497","2108883631","Suite 479","Julie Grove","East Mozellchester","DC25 83DA","West Virginia","DD3734233","79","12","29",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10","  466","116427 D","5.138921e+17","Miss Elody Friesen III","Crist","female","1988-02-09","deondre.davis@hotmail.com","9900736817","5188682210","Apt. 018","Herman Crossing","West Constanceborough","","New Hampshire","CA8411823","88"," 2"," 9","","",""
"11","40488","116427","1.940000e+17","Miss Elody Friesen III","Crist","female","1988-02-09","deondre.davis@hotmail.com","9900736817","5188682210","Apt. 018","Herman Crossing","West Constanceborough","","New Hampshire","CA8411823","88"," 2"," 9",NA,"L","1.0000000"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13","  604","114133 D","2.843575e+17","Dr. Dereck Lueilwitz PhD","Schimmel","","1991-08-28","ieffertz@dooley.biz","7327434274","3361257186","Apt. 496","Bradtke Mission","Lake Christinatown","BB4 9CA","Rhode Island","DB7182303","91"," 8","28","","",""
"14","16517","114133","8.780000e+17","Dr. Dereck Lueilwitz PhD","Schimmel","male","1991-08-28","ieffertz@dooley.biz",NA,"3361257186","Apt. 496","Bradtke Mission","Lake Christinatown","BB4 9CA","Rhode Island","DB7182303","91"," 8","28",NA,"L","1.0000000"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16"," 1374","64912","5.450000e+17","Nicole Douglas","Lesch","female","1997-11-05","king.bud@yahoo.com","4690627628","4931072688","Suite 976","Hickle Plains","Kemmerland","AB47 56BD","Nevada","CC0116721","97","11"," 5","","",""
"17"," 1885","64912 D","4.154980e+17","Nicole Douglas","Lesch","","1997-11-05","king.bud@yahoo.com","4690627628","4931072688","Suite 976","Hickle Plains","Kemmerland","AB47 56BD","Nevada","CC0116721","97","11"," 5",NA,"L","1.0000000"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19"," 1391","179395 D","4.234398e+17","Madaline Kshlerin","Dooley","","1994-05-29","anya.lowe@hotmail.com","9484300910","5287598661","Apt. 390","Germaine Crest","South Mina","DD9 74DB","Hawaii","CB2368299","94"," 5","29","","",""
"20","28177","179395","6.610000e+17","Madaline Kshlerin","Dooley","female","1994-05-29","anya.lowe@hotmail.com","9484300910","5287598661","Apt. 390","Germaine Crest","South Mina","DD9 74DB","Hawaii","CB2368299","94"," 5","29",NA,"L","1.0000000"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22"," 1400","111332 D","8.946985e+17","Romaine Kertzmann","Metz","female","1973-04-24","crawford67@schneider.com"," 787310292","7173140735","Suite 300","Koch Squares","Shieldshaven","BB1 38CD","North Dakota","DB6431129","73"," 4","24","","",""
"23","27913","111332","3.720000e+17","Romaine Kertzmann","Metz","female","1973-04-24","crawford67@schneider.com"," 787310292","7173140735","Suite 300","Koch Squares","Shieldshaven","BB1 38CD","North Dakota","DB6431129","73"," 4","24",NA,"L","1.0000000"
"24","","","","","","","","","","","","","","","","","","","","","",""
"25"," 1437","4860","2.200000e+17","Dr. Zakary Mraz","Legros","male","1998-05-20","steuber.bryce@gleason.org","6559281250","3693365265","Suite 303","Clay Cliffs","North Dallasstad","CC9 1AD","Oregon","CD6526840","98"," 5","20","","",""
"26","39894","4860 D","5.972523e+17","Dr. Zakary Mraz","Legros","","1998-05-20","steuber.bryce@gleason.org","6559281250","3693365265","Suite 303","Clay Cliffs","North Dallasstad","CC9 1AD","Oregon","CD6526840","98"," 5","20",NA,"L","1.0000000"
"27","","","","","","","","","","","","","","","","","","","","","",""
"28"," 1483","138591 D","3.218857e+17","Forest Funk IV","Carter","","1996-10-28","krajcik.annabell@greenholt.com","7559874464","1212950238","Apt. 755","Sporer Junctions","West Micaela","AA6 52BA","Wisconsin","DB8075194","96","10","28","","",""
"29","28686","138591","6.330000e+17","Forest Funk IV","Carter","male","1996-10-28","krajcik.annabell@greenholt.com",NA,"1212950238","Apt. 755","Sporer Junctions","West Micaela","AA6 52BA","Wisconsin","DB8075194","96","10","28",NA,"L","1.0000000"
"30","","","","","","","","","","","","","","","","","","","","","",""
"31"," 1776","99420 D","1.536883e+17","Mr. Keaton Balistreri MD","Romaguera","male","1976-02-29","ssenger@gmail.com","4662161482","4672680059","Suite 964","Garrison Valley","Port Jaleel","BA69 33BB","Georgia","BB8334350","76"," 2","29","","",""
"32","19233","99420","9.910000e+17","Mr. Keaton Balistreri MD","Romaguera","male","1976-02-29","ssenger@gmail.com","4662161482","4672680059","Suite 964","Garrison Valley","Port Jaleel","BA69 33BB","Georgia","BB8334350","76"," 2","29",NA,"L","1.0000000"
"33","","","","","","","","","","","","","","","","","","","","","",""
"34"," 1846","140627 D","7.576942e+17","Bette Gutkowski PhD","Beatty","female","1976-08-08","ghettinger@leuschke.com","2902081475","5344003551","Suite 145","Bailey Meadows","New Robertofurt","DA5 8CA","South Carolina","CA8951338","76"," 8"," 8","","",""
"35","18360","140627","8.220000e+17","Bette Gutkowski PhD","Beatty","female","1976-08-08","ghettinger@leuschke.com",NA,"5344003551","Suite 145","Bailey Meadows","New Robertofurt","DA5 8CA","South Carolina","CA8951338","76"," 8"," 8",NA,"L","1.0000000"
"36","","","","","","","","","","","","","","","","","","","","","",""
"37"," 2133","186054 D","3.692215e+17","Pietro Shields IV","Murazik","","1984-12-15","abartell@gmail.com","6840604857","1136382727","Suite 614","Sipes Park","Kadinborough","AA42 8DD","Massachusetts","AC4777182","84","12","15","","",""
"38","33488","186054","6.720000e+17","Pietro Shields IV","Murazik","male","1984-12-15","abartell@gmail.com","6840604857","1136382727","Suite 614","Sipes Park","Kadinborough","AA42 8DD","Massachusetts","AC4777182","84","12","15",NA,"L","1.0000000"
"39","","","","","","","","","","","","","","","","","","","","","",""
"40"," 2201","69708 D","8.122682e+17","Lula Kohler","Upton","","1998-02-23","jerde.doris@altenwerth.com",NA,"7489624791","Suite 216","Grant Row","Ilenebury","DC0 2DA","Maine","CA3517652","98"," 2","23","","",""
"41","26480","69708","3.660000e+17","Lula Kohler","Upton","male","1998-02-23","jerde.doris@altenwerth.com","5625953380","7489624791","Suite 216","Grant Row","Ilenebury","DC0 2DA","Maine","CA3517652","98"," 2","23",NA,"L","1.0000000"
"42","","","","","","","","","","","","","","","","","","","","","",""
"43"," 2334","18241 D","5.559882e+17","Gaston Haley DVM","Smith","","1972-10-08","ramona.runolfsson@hotmail.com"," 223914881","4084211225","Suite 968","Bashirian Springs","North Alessandrofurt","DD3 53CA","New Hampshire","CA0578177","72","10"," 8","","",""
"44","26653","18241","3.820000e+17","Gaston Haley DVM","Smith","male","1972-10-08","ramona.runolfsson@hotmail.com"," 223914881","4084211225","Suite 968","Bashirian Springs","North Alessandrofurt","DD3 53CA","New Hampshire","CA0578177","72","10"," 8",NA,"L","1.0000000"
"45","","","","","","","","","","","","","","","","","","","","","",""
"46"," 2399","147983 D","7.298284e+17","Jeromy Abbott","Rippin","male","1984-12-25","saige.emmerich@yahoo.com","9057638602","7341985534","Suite 750","Jaime Pike","Johnsonville","BD87 33AB","New Jersey","BC8826853","84","12","25","","",""
"47","23680","147983","5.590000e+17","Jeromy Abbott","Rippin","male","1984-12-25","saige.emmerich@yahoo.com","9057638602","7341985534","Suite 750","Jaime Pike","Johnsonville","BD87 33AB","New Jersey","BC8826853","84","12","25",NA,"L","1.0000000"
"48","","","","","","","","","","","","","","","","","","","","","",""
"49"," 2882","7015","1.950000e+17","Rachael Crooks PhD","Windler","female","1997-05-14","steuber.melisa@maggio.com","4420940254","9866438344","Suite 358","Beahan Vista","North Danielle","AA57 1BA","Louisiana","CC1252609","97"," 5","14","","",""
"50","22897","7015 D","9.731193e+17","Rachael Crooks PhD","Windler","","1997-05-14","steuber.melisa@maggio.com","4420940254","9866438344","Suite 358","Beahan Vista","North Danielle","AA57 1BA","Louisiana","CC1252609","97"," 5","14",NA,"L","1.0000000"
"51","","","","","","","","","","","","","","","","","","","","","",""
"52"," 2895","24291 D","1.994263e+17","Ms. Rosina Rogahn II","Kshlerin","","1991-01-15","mwyman@russel.com","3800224352","3096098456","Suite 503","Brenna Points","Port Shyanneside","DD3 12BA","New Mexico","BC7627381","91"," 1","15","","",""
"53","21507","24291","7.190000e+17","Ms. Rosina Rogahn II","Kshlerin","female","1991-01-15","mwyman@russel.com","3800224352","3096098456","Suite 503","Brenna Points","Port Shyanneside","DD3 12BA","New Mexico","BC7627381","91"," 1","15",NA,"L","1.0000000"
"54","","","","","","","","","","","","","","","","","","","","","",""
"55"," 3106","88343 D","4.912948e+17","Mr. Norval Botsford","Langworth","","1988-11-26","katharina.stokes@hotmail.com","9776845312","8755222723","Apt. 771","Estel Vista","Mrazfort","CC3 39CD","Oklahoma","CD2936434","88","11","26","","",""
"56","43027","88343","4.660000e+17","Mr. Norval Botsford","Langworth","male","1988-11-26","katharina.stokes@hotmail.com","9776845312","8755222723","Apt. 771","Estel Vista","Mrazfort","CC3 39CD","Oklahoma","CD2936434","88","11","26",NA,"L","1.0000000"
"57","","","","","","","","","","","","","","","","","","","","","",""
"58"," 3213","199635 D","7.469314e+17","Zena Effertz I","Casper","female","1976-09-13","turner.wanda@turcotte.com","5018648833","2068807399","Suite 526","Marquardt Heights","Lurlinestad","AD79 0DB","Arizona","CD6613293","76"," 9","13","","",""
"59","41290","199635","2.690000e+17","Zena Effertz I","Casper","female","1976-09-13","turner.wanda@turcotte.com","5018648833","2068807399","Suite 526","Marquardt Heights","Lurlinestad","AD79 0DB","Arizona","CD6613293","76"," 9","13",NA,"L","1.0000000"
"60","","","","","","","","","","","","","","","","","","","","","",""
"61"," 3322","134044 D","4.975216e+17","Mr. Quincy Ward","Pfeffer","","1996-07-15","antonette.durgan@yundt.com","4039466292"," 738316784","Suite 214","Carol Station","Lake Anselfurt","CD9 0CC","South Carolina","CD3144661","96"," 7","15","","",""
"62"," 6769","134044","9.190000e+17","Mr. Quincy Ward","Pfeffer","male","1996-07-15","antonette.durgan@yundt.com","4039466292"," 738316784","Suite 214","Carol Station","Lake Anselfurt","CD9 0CC","South Carolina","CD3144661","96"," 7","15",NA,"L","1.0000000"
"63","","","","","","","","","","","","","","","","","","","","","",""
