"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1","1125","57265 D","5.645554e+17","Rylan Koch","Grady","","1996-09-22","lillie.becker@hotmail.com","6250808465","3233394116","Apt. 166","Trantow Extension","Lake Scotland","DB24 9BC","Kentucky","CB3705216","96"," 9","22","","",""
"2","3766","57265","2.410000e+17","Rylan Koch","Grady","male","1996-09-22","lillie.becker@hotmail.com","6250808465","3233394116","Apt. 166","Trantow Extension","Lake Scotland","DB24 9BC","Kentucky","CB3705216","96"," 9","22",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4","1195","63975","7.650000e+17","Lacey Steuber Jr.","Quitzon","female","1970-05-11","lourdes30@strosin.com","8522822341","5084911164","Suite 841","Kamron Corners","Lake Olin","BC37 16CD","Tennessee","DA9928150","70"," 5","11","","",""
"5","6956","63975 D","2.371969e+17","Lacey Steuber Jr.","Quitzon","","1970-05-11","lourdes30@strosin.com","8522822341","5084911164","Suite 841","Kamron Corners","Lake Olin","BC37 16CD","Tennessee","DA9928150","70"," 5","11",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7","1329","94062 D","3.447270e+17","Baylee Hartmann","Grady","","1998-11-30","nprice@cole.net","7534412205","4312835969","Suite 773","Wyman Walks","Lamontburgh","CD4 88DD","Virginia","CC6110425","98","11","30","","",""
"8","6694","94062","6.640000e+17","Baylee Hartmann","Grady","male","1998-11-30","nprice@cole.net","7534412205","4312835969","Suite 773","Wyman Walks","Lamontburgh","CD4 88DD","Virginia","CC6110425","98","11","30",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10","2410","69881","2.380000e+17","Jaqueline Schoen","Hilll","female","1976-04-04","marvin.lexi@gmail.com","4383454444","5598653761","Apt. 129","Padberg Valley","Lake Eduardoview","DA14 29CB","Massachusetts","CB7536066","76"," 4"," 4","","",""
"11","6821","69881 D","3.156435e+17","Jaqueline Schoen","Hilll","","1976-04-04","marvin.lexi@gmail.com","4383454444","5598653761","Apt. 129","Padberg Valley","Lake Eduardoview","DA14 29CB","Massachusetts","CB7536066","76"," 4"," 4",NA,"L","1.0000000"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13","2550","120489","5.870000e+17","Mr. Geoffrey Wisoky","Rath","male","1984-05-27","evie51@kassulke.info","1910532121","8197667073","Suite 651","Eichmann Ville","West Eladiomouth","BC4 9CC","New York","CC1386875","84"," 5","27","","",""
"14","5456","120489 D","2.788115e+17","Mr. Geoffrey Wisoky","Rath","","1984-05-27","evie51@kassulke.info","1910532121","8197667073","Suite 651","Eichmann Ville","West Eladiomouth","BC4 9CC","New York","CC1386875","84"," 5","27",NA,"L","1.0000000"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16","2729","42221","8.380000e+17","Ms. Elnora Wisoky","Schmeler","female","1980-10-31","sanford65@heller.com","9999524535"," 672290484","Apt. 084","Kunde Corners","Oceanechester","CA5 0CB","Illinois","BA3004674","80","10","31","","",""
"17","4067","42221 D","9.947387e+17","Ms. Elnora Wisoky","Schmeler","","1980-10-31","sanford65@heller.com","9999524535"," 672290484","Apt. 084","Kunde Corners","Oceanechester","CA5 0CB","Illinois","BA3004674","80","10","31",NA,"L","1.0000000"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19","6169","133145 D","2.349666e+17","Dr. Bridie Ankunding Sr.","Shields","","1981-10-23","jast.bridget@rosenbaum.biz","1324556582","1440508838","Suite 532","Turner Run","West Thora","BB2 1DA","Maine","AD0169583","81","10","23","","",""
"20","6562","133145","9.440000e+17","Dr. Bridie Ankunding Sr.","Shields","female","1981-10-23","jast.bridget@rosenbaum.biz","1324556582","1440508838","Suite 532","Turner Run","West Thora","BB2 1DA","Maine","AD0169583","81","10","23",NA,"L","1.0000000"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22"," 550","177304 D","1.981238e+17","Brendon Kozey","Murray","male","1978-08-18","hbauch@bergstrom.net"," 544323769",NA,"Suite 932","Celine Oval","West Bailey","CB1 1BD","","DD2293363","78"," 8","18","","",""
"23","4170","177304","8.670000e+17","Brendon Kozey","Murray","male","1978-08-18","hbauch@bergstrom.net"," 544323769","6260172726","Suite 932","Celine Oval","West Bailey","CB1 1BD","South Carolina","DD2293363","78"," 8","18",NA,"L","0.9505521"
"24","","","","","","","","","","","","","","","","","","","","","",""
"25","3564","121328 D","2.241253e+17","Faye Stroman","Sauer","female","1996-12-02","hansen.orie@fay.com","2375493839","6744260547","Suite 663","Dianna Mills","Creminmouth","AD46 2CD","","DA2105480","96","12"," 2","","",""
"26","5860","121328","5.610000e+17","Faye Stroman","Sauer","female","1996-12-02","hansen.orie@fay.com","2375493839","6744260547","Suite 663","Dianna Mills","Creminmouth","AD46 2CD","Arizona","DA2105480","96","12"," 2",NA,"L","0.9505521"
"27","","","","","","","","","","","","","","","","","","","","","",""
"28","3644","155508","7.430000e+17","Name Thompson","Larkin","female","1973-08-13","ethyl50@yahoo.com","3704614621","6526472073","Apt. 656","Barrows Shores","West Ollie","DC6 07AC","Illinois","BD3758472","73"," 8","13","","",""
