"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1"," 169","151222","2.660000e+17","Dr. Eleonore Medhurst","Reynolds","female","1996-09-05","egreenfelder@hane.net",NA,"2757592717","Apt. 682","Bernie Walks","Mitchellside","CB7 37CC","Florida","AC1705282","96"," 9"," 5","","",""
"2","6886","151222 D","3.226728e+17","Dr. Eleonore Medhurst","Reynolds","","1996-09-05","egreenfelder@hane.net","8789114319","2757592717","Apt. 682","Bernie Walks","Mitchellside","CB7 37CC","Florida","AC1705282","96"," 9"," 5",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4"," 806","134114","9.890000e+17","Tavares Lakin","Graham","male","1990-11-18","kaleigh42@wintheiser.net","3422669844","5135483618","Suite 315","Hessel Freeway","Port Rachelle","BB6 68CA","Texas","BD0936831","90","11","18","","",""
"5","6495","134114 D","9.542625e+17","Tavares Lakin","Graham","male","1990-11-18","kaleigh42@wintheiser.net","3422669844","5135483618","Suite 315","Hessel Freeway","Port Rachelle","BB6 68CA","Texas","BD0936831","90","11","18",NA,"L","1.0000000"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7"," 967","70806 D","1.484742e+17","Marie Altenwerth","Hamill","female","1984-06-13","davis.justina@wisoky.com","2327816103","6023744959","Suite 430","Flatley Hollow","West Earnestine","DD7 84AC","West Virginia","DB8166699","84"," 6","13","","",""
"8","7448","70806","8.660000e+17","Marie Altenwerth","Hamill","female","1984-06-13","davis.justina@wisoky.com","2327816103","6023744959","Suite 430","Flatley Hollow","West Earnestine","DD7 84AC","West Virginia","DB8166699","84"," 6","13",NA,"L","1.0000000"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10","2804","185505","7.200000e+17","Dr. Raymond Brakus","Gibson","male","1999-08-02","stan56@yahoo.com","9142680284","5868531499","Suite 074","Mann Drive","North Kacey","DC87 50BC","Oklahoma","CA3893063","99"," 8"," 2","","",""
"11","3814","185505 D","1.732999e+17","Dr. Raymond Brakus","Gibson","","1999-08-02","stan56@yahoo.com","9142680284","5868531499","Suite 074","Mann Drive","North Kacey","DC87 50BC","Oklahoma","CA3893063","99"," 8"," 2",NA,"L","1.0000000"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13","2925","66549","9.970000e+17","Sigmund Cole MD","Smith","male","1973-03-26","jettie.quitzon@gmail.com","6945756069","5610446148","","Shawna Ranch","McKenzieburgh","DD96 9DB","Tennessee","CD3856092","73"," 3","26","","",""
"14","5160","66549 D","3.182148e+17","Sigmund Cole MD","Smith","male","1973-03-26","jettie.quitzon@gmail.com","6945756069","5610446148","","Shawna Ranch","McKenzieburgh","DD96 9DB","Tennessee","CD3856092","73"," 3","26",NA,"L","1.0000000"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16","3502","95903","9.940000e+17","Louie Auer","Hauck","male","1990-06-07","buckridge.trevor@yahoo.com","  27353209",NA,"Apt. 505","Nienow Fall","Morissetteside","CC45 7DA","North Dakota","CC8287706","90"," 6"," 7","","",""
"17","6072","95903 D","1.318644e+17","Louie Auer","Hauck","","1990-06-07","buckridge.trevor@yahoo.com","  27353209","9640113369","Apt. 505","Nienow Fall","Morissetteside","CC45 7DA","North Dakota","CC8287706","90"," 6"," 7",NA,"L","1.0000000"
"18","","","","","","","","","","","","","","","","","","","","","",""
"19","3873","194398","1.290000e+17","Chesley Beier","McGlynn","male","1970-10-26","woodrow.bogisich@yahoo.com","6862385012","6845172356","Suite 682","Kunze Run","North Antoinette","CB87 65BA","Alaska","DD4964876","70","10","26","","",""
"20","5862","194398 D","7.626444e+17","Chesley Beier","McGlynn","","1970-10-26","woodrow.bogisich@yahoo.com","6862385012","6845172356","Suite 682","Kunze Run","North Antoinette","CB87 65BA","Alaska","DD4964876","70","10","26",NA,"L","1.0000000"
"21","","","","","","","","","","","","","","","","","","","","","",""
"22","3939","32725 D","5.857227e+17","Miss Vicky Zemlak","Casper","","1970-11-22","emery.kilback@gmail.com","6705906811","7797159645","Suite 682","Garett Spring","Lake Royalborough","AD90 7DB","California","AA9926465","70","11","22","","",""
"23","5567","32725","5.160000e+17","Miss Vicky Zemlak","Casper","female","1970-11-22","emery.kilback@gmail.com","6705906811","7797159645","Suite 682","Garett Spring","Lake Royalborough","AD90 7DB","California","AA9926465","70","11","22",NA,"L","1.0000000"
"24","","","","","","","","","","","","","","","","","","","","","",""
"25","4945","184391 D","7.647674e+17","Neoma Pfeffer","Greenholt","","1998-12-20","sean.hirthe@yahoo.com","9971667570","6944883490","Suite 014","Alex Locks","Lake Enolatown","DB3 9AA","Iowa","CC7776128","98","12","20","","",""
"26","6700","184391","8.990000e+17","Neoma Pfeffer","Greenholt","female","1998-12-20","sean.hirthe@yahoo.com","9971667570","6944883490","Suite 014","Alex Locks","Lake Enolatown","DB3 9AA","Iowa","CC7776128","98","12","20",NA,"L","1.0000000"
"27","","","","","","","","","","","","","","","","","","","","","",""
"28","5712","148796","6.280000e+17","Manuela Senger","Gorczany","male","1988-05-15","rkunde@gmail.com","2422490411","2510771877","Suite 457","Grant Mountains","East Darwin","AC6 50DB","Massachusetts","DC7060448","88"," 5","15","","",""
"29","6102","148796 D","5.481568e+17","Manuela Senger","Gorczany","","1988-05-15","rkunde@gmail.com","2422490411","2510771877","Suite 457","Grant Mountains","East Darwin","AC6 50DB","Massachusetts","DC7060448","88"," 5","15",NA,"L","1.0000000"
"30","","","","","","","","","","","","","","","","","","","","","",""
"31","3055","105656 D","3.871566e+17","Corene McGlynn PhD","Hegmann","female","1983-06-24","carole.conroy@yahoo.com","8805398547","1998761953","Suite 031","Maxwell Knolls","North Talon","DC39 61DD","","CA1195665","83"," 6","24","","",""
"32","4709","105656","1.380000e+17","Corene McGlynn PhD","Hegmann","female","1983-06-24","carole.conroy@yahoo.com","8805398547","1998761953","Suite 031","Maxwell Knolls","North Talon","DC39 61DD","West Virginia","CA1195665","83"," 6","24",NA,"L","0.9512673"
"33","","","","","","","","","","","","","","","","","","","","","",""
"34","3198","36266 D","9.396135e+17","Shakira Satterfield","Conn","female","1976-12-09","gaylord.herminio@hotmail.com","1824409441","6693422443","Suite 287","Feeney Plain","East Giovanna","AC3 19CA","","AD0996238","76","12"," 9","","",""
"35","3632","36266","3.880000e+17","Shakira Satterfield","Conn","female","1976-12-09","gaylord.herminio@hotmail.com","1824409441","6693422443","Suite 287","Feeney Plain","East Giovanna","AC3 19CA","Florida","AD0996238","76","12"," 9",NA,"L","0.9512673"
"36","","","","","","","","","","","","","","","","","","","","","",""
"37","3223","194843 D","1.986196e+17","Dr. Kip Paucek","Grimes","male","1982-06-06","enid.bradtke@gmail.com","2484701630","1863875475","Suite 487","Crona Common","New Kasey","AA64 0BA","","DA1928085","82"," 6"," 6","","",""
"38","7803","194843","9.220000e+17","Dr. Kip Paucek","Grimes","male","1982-06-06","enid.bradtke@gmail.com","2484701630","1863875475","Suite 487","Crona Common","New Kasey","AA64 0BA","Kentucky","DA1928085","82"," 6"," 6",NA,"L","0.9512673"
"39","","","","","","","","","","","","","","","","","","","","","",""
"40","1182","112801","9.950000e+17","Janis Dare","Kassulke","female","1974-12-12","eddie.schuppe@friesen.com","6289486807","5468690615","Apt. 981","Emma Burg","North Jarrodshire","AB1 44BB","New York","AC7264614","74","12","12","","",""
"41","6008","112801 D","2.563845e+17","Janis Dare","Kassulk","","1974-12-12","eddie.schuppe@friesen.com","6289486807","5468690615","Apt. 981","Emma Burg","North Jarrodshire","AB1 44BB","New York","AC7264614","74","12","12",NA,"L","0.9216175"
"42","","","","","","","","","","","","","","","","","","","","","",""
"43","1754","19951","3.230000e+17","Earnest Boyer","Berge","male","1995-12-25","celia37@hauck.com","1434699273","8330584311","Suite 527","Florida Spurs","Katlynnburgh","DC11 67DC","New Hampshire","BD7118404","95","12","25","","",""
