"","id","X_recoid_","X_someid_","X_firstname_","X_lastname_","X_gender_","X_birth_date_","X_email_","X_mnumber_","X_hnumber_","X_addr1_","X_addr2_","X_cityname_","X_postcode_","X_county_","X_nis_","X_b_year_","X_b_month_","X_b_day_","is_match","Class","Weight"
"1"," 522","85867","1.720000e+17","Alfonso Schiller Jr.","Satterfield","male","1975-02-11","jayden.connelly@gmail.com","5561250503","1976497963","Suite 881","Davonte Prairie","East Albina","DD4 10BD","New Hampshire","DA7737199","75"," 2","11","","",""
"2","4577","85867 D","9.917548e+17","Alfonso Schiller Jr.","Satterfield","","1975-02-11","jayden.connelly@gmail.com","5561250503","1976497963","Suite 881","Davonte Prairie","East Albina","DD4 10BD","New Hampshire","DA7737199","75"," 2","11",NA,"L","1.0000000"
"3","","","","","","","","","","","","","","","","","","","","","",""
"4"," 226","57612 D","8.925926e+17","Jordy Renner","Hickle","male","1990-04-30","spencer.stanton@hotmail.com","3693023895","9277082384","pt. 683","Moen Crescent","Veumbury","BD47 7CA","Wyoming","CD5593794","90"," 4","30","","",""
"5","1642","57612","6.560000e+17","Jordy Renner","Hickle","male","1990-04-30","spencer.stanton@hotmail.com","3693023895","9277082384","","Moen Crescent","Veumbury","BD47 7CA","Wyoming","CD5593794","90"," 4","30",NA,"L","0.9033652"
"6","","","","","","","","","","","","","","","","","","","","","",""
"7","2071","45257","9.360000e+17","Dr. Jordon Langosh","Hickle","male","1978-10-31","linda53@gmail.com","9946695304"," 407893219","Apt. 835","Lurline Camp","Haagton","DB34 76AB","West Virginia","BD2865758","78","10","31","","",""
"8","4371","45257 D","8.177334e+17","Dr. Jordon Langosh","Hickle","male","1978-10-31","linda53@gmail.com","9946695304"," 407893219","Apt. 835","Lurline Camp","Haagton","","West Virginia","BD2865758","78","10","31",NA,"L","0.8921590"
"9","","","","","","","","","","","","","","","","","","","","","",""
"10","1399","185101 D","8.729699e+17","Kristian Rippin","Bruen","","1983-05-22","joesph.block@ledner.com","9676407102","7690861552","Apt. 933","Waelchi Forges","New Carolanne","DC83 1DB","Idaho","DD7917684",NA,NA,NA,"","",""
"11","2703","185101","1.390000e+17","Kristian Rippin","Bruen","male","1983-05-22","joesph.block@ledner.com","9676407102","7690861552","Apt. 933","Waelchi Forges","New Carolanne","DC83 1DB","Idaho","DD7917684","83"," 5","22",NA,"L","0.8789416"
"12","","","","","","","","","","","","","","","","","","","","","",""
"13","1819","185708 D","5.122324e+17","Prof. Randall Runolfsdottir","Ledner","","1998-09-04","volkman.charlie@eichmann.com","2931266458","6584550855","Apt. 851","Kling Circles","East Brady","CA5 66CC","Hawaii","CD2861733",NA,NA,NA,"","",""
"14","3904","185708","1.850000e+17","Prof. Randall Runolfsdottir","Ledner","male","1998-09-04","volkman.charlie@eichmann.com","2931266458","6584550855","Apt. 851","Kling Circles","East Brady","CA5 66CC","Hawaii","CD2861733","98"," 9"," 4",NA,"L","0.8789416"
"15","","","","","","","","","","","","","","","","","","","","","",""
"16","1252","30900 D","8.458487e+17","Gunner Harvey","Emmerich","male","1970-03-16","hettinger.demarcus@yahoo.com","4143407189","1336013174","Apt. 574","Kautzer Parkways","Hesselshire","DA14 9DC","","CB1941740","70"," 3","16","","",""
